SrcIP,SrcPort,DstIP,DstPort,Proto,CurrentLength,SumIat,TotalPkts,MinLen,MaxLen,SumLen,MeanLen,Label
62.68.147.156,57178,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
176.233.67.176,12326,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.0.10,33902,173.194.123.5,443,6,4325376,562995611,13,66,269,1336,6735084,0
10.8.8.130,51413,95.83.188.88,55506,17,0,0,1,139,139,139,9109504,-1
10.8.8.246,54371,224.0.0.252,5355,17,4194304,417699899,2,64,64,128,4194304,6
74.125.226.33,443,10.8.8.138,41347,6,4325376,7744673051265,19,66,1374,5671,19560771,0
10.8.8.138,51241,23.52.152.64,443,6,3932160,81343567290,5,60,66,318,4168089,5
173.194.123.15,443,10.8.0.14,43655,6,4325376,240108958003,21,66,1404,6138,19155236,0
10.8.8.138,38850,74.125.226.56,443,6,4325376,240666912857,18,66,583,2083,7583971,0
216.58.208.37,443,10.8.8.178,51939,6,3932160,58757366460,19,60,1354,3249,11206656,0
10.8.8.222,13459,204.2.134.163,123,17,0,0,1,90,90,90,5898240,-1
63.245.217.160,443,10.8.8.178,54882,6,4325376,6049878497,6,66,227,565,6171306,0
69.171.255.36,3478,10.8.0.10,59600,17,0,0,1,74,74,74,4849664,-1
10.8.0.6,53591,74.125.226.32,443,6,4325376,240111178666,24,66,1404,4573,12487338,0
10.8.8.246,64886,224.0.0.252,5355,17,4194304,411894681,2,64,64,128,4194304,6
10.8.8.130,35843,23.194.214.46,443,6,3932160,16555085290,11,60,390,1667,9931682,0
10.8.0.10,46393,173.252.79.90,3478,6,4325376,178273084628,8,66,218,732,5996544,6
173.194.123.109,80,10.8.0.10,44401,6,4325376,5603083097,2,66,74,140,4587520,0
207.241.236.176,80,10.8.8.130,43488,6,4325376,7390557076,1616,66,1374,2205393,89438512,0
23.52.153.2,443,10.8.8.138,47092,6,4325376,261917717893,8,66,119,581,4759552,5
10.8.8.130,51413,121.181.186.143,12097,17,0,0,1,139,139,139,9109504,-1
10.8.8.138,51893,74.125.226.39,443,6,4325376,10421794436,4,66,74,272,4456448,5
207.241.236.176,80,10.8.8.130,43484,6,3932160,8267983597,1617,60,1374,2205373,89382390,0
10.8.8.130,49539,157.56.52.33,443,17,0,0,1,60,60,60,3932160,-1
10.8.8.130,47786,207.241.237.128,80,6,4325376,15240070051,1606,66,296,112746,4600823,0
10.8.0.6,40273,157.55.235.162,40012,17,11665408,3150675705018,8,176,178,1416,11599872,6
157.55.130.168,40019,10.8.8.130,49539,17,3932160,10031955439850,12,60,485,2429,13265578,1
10.8.8.246,63805,224.0.0.252,5355,17,4194304,411300513,2,64,64,128,4194304,6
10.8.8.138,59001,204.236.238.164,1573,6,4325376,3843640333,162,66,333,11410,4615838,2
10.8.8.130,59057,207.241.227.188,80,6,4325376,3595653888,224,66,289,16472,4819236,0
74.125.226.57,443,10.8.8.138,46762,6,4325376,240658135810,19,66,1374,5471,18870918,0
10.8.8.130,33844,207.241.227.212,80,6,4325376,4917922622,215,66,247,14379,4382986,0
10.8.8.246,65194,224.0.0.252,5355,17,4194304,417444612,2,64,64,128,4194304,6
74.125.226.40,443,10.8.8.138,33262,17,70385664,291941802,7,74,1392,5482,51324050,5
10.8.8.110,51638,64.233.184.16,995,6,4325376,1494304330,12,66,583,1616,8825514,3
10.8.8.138,56557,208.117.251.116,443,6,4325376,146781486898,4081,66,1374,297077,4770702,0
111.221.77.161,40010,10.8.0.6,40273,17,0,0,1,479,479,479,31391744,-1
10.8.0.6,40273,111.221.77.149,40014,17,12189696,3115648234917,8,185,187,1485,12165120,6
173.194.123.5,443,10.8.0.10,33809,6,4325376,103374737,9,66,1404,4863,35411285,0
125.54.77.83,26421,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
10.8.8.138,57923,108.160.172.236,443,6,4325376,1175693231,10,66,460,1266,8296857,5
173.252.79.90,3478,10.8.0.10,36651,6,4325376,12398798947,5,66,170,518,6789529,6
207.241.224.2,80,10.8.8.130,55915,6,4325376,3118965503,5,66,424,696,9122611,0
173.194.123.3,443,10.8.0.14,42880,6,3932160,73077259395,29,60,1404,7483,16910547,0
173.252.79.90,3478,10.8.0.10,58667,6,4325376,12184381518,5,66,170,518,6789529,0
10.8.8.246,60804,224.0.0.252,5355,17,4194304,419571098,2,64,64,128,4194304,6
10.8.8.130,59914,86.170.118.247,12431,6,4325376,61860154839,28,66,127,2337,5469915,2
10.8.0.6,40273,157.55.130.174,40028,17,0,0,1,80,80,80,5242880,-1
10.8.0.6,40273,157.55.235.166,40024,17,11862016,2880119827998,8,75,187,1330,10895360,6
77.72.169.162,6901,10.8.8.222,44886,17,0,0,1,86,86,86,5636096,-1
81.226.28.195,27570,10.8.8.130,51413,17,0,0,1,361,361,361,23658496,-1
10.8.8.134,15685,24.121.103.220,43206,17,4194304,41704575233,4,64,64,256,4194304,2
207.241.224.2,443,10.8.8.130,51300,6,3932160,4051931404,41,60,1374,42156,67383795,5
140.135.25.8,12176,10.8.0.6,40273,17,0,0,1,68,68,68,4456448,-1
10.8.8.222,58721,224.0.0.252,5355,17,4194304,414475918,2,64,64,128,4194304,6
10.8.0.6,48617,68.180.110.66,12732,6,4325376,11273200473,11,66,158,905,5391825,6
10.8.8.130,51413,135.23.225.201,51413,17,0,0,1,139,139,139,9109504,-1
10.8.8.178,52205,216.58.208.35,443,6,4325376,59331333581,14,66,583,1818,8510317,0
10.8.0.6,40273,64.4.23.162,40015,17,5111808,3411392243343,2,78,78,156,5111808,6
173.194.67.16,465,10.8.8.234,37882,6,3932160,3273178129,20,60,302,2191,7179468,0
10.8.8.130,51413,72.207.233.40,58539,17,0,0,1,139,139,139,9109504,-1
117.143.130.67,22680,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
74.73.136.244,0,10.8.8.134,0,1,0,0,1,70,70,70,4587520,-1
10.8.8.178,15685,157.55.56.169,40008,17,4980736,4371770708915,3,76,85,237,5177344,1
10.8.8.246,50050,224.0.0.252,5355,17,4194304,414153531,2,64,64,128,4194304,6
88.166.212.83,30735,10.8.8.130,49539,17,3932160,628030720639,10,60,64,632,4141875,2
10.8.0.10,37560,178.255.83.1,80,6,4325376,129464948,5,66,505,777,10184294,0
10.8.8.130,49539,195.249.232.81,18244,17,0,0,1,60,60,60,3932160,-1
10.8.8.246,59195,224.0.0.252,5355,17,4194304,411469907,2,64,64,128,4194304,6
10.8.0.6,57411,72.11.163.216,56230,6,4325376,58128527157,18,66,155,1410,5133653,2
10.8.0.14,40000,216.58.219.238,443,6,7340032,191093988,15,66,583,2400,10485760,0
64.4.23.151,40023,10.8.0.6,40273,17,4128768,1605016309738,8,63,530,1115,9134080,6
45.48.229.255,19290,10.8.8.134,15685,17,4128768,1488212536187,8,63,63,504,4128768,2
81.57.181.36,39917,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
10.8.8.138,58205,74.125.226.46,443,17,5373952,11988849591,7,82,1392,3288,30783195,5
10.8.0.6,40273,141.219.235.176,60830,17,4128768,39346066487,3,63,63,189,4128768,6
65.55.223.22,40011,10.8.0.6,40273,17,4063232,1981917415909,2,62,62,124,4063232,6
10.8.8.130,49539,157.56.52.13,40011,17,8781824,3534181173223,130,81,531,19804,9983653,6
213.199.179.153,40033,10.8.8.130,49539,17,3932160,10031972413806,78,60,485,11493,9656477,6
157.56.192.53,443,10.8.8.130,52009,6,3932160,1462828862172,212,60,1374,84917,26250568,0
24.140.134.21,45411,10.8.8.134,15685,17,4194304,499053226880,3,64,64,192,4194304,2
10.8.0.6,52785,173.194.123.127,443,6,4325376,240105578133,19,66,583,2504,8636954,0
10.8.8.130,41987,137.117.177.33,443,6,4325376,1136374262,15,66,647,2036,8895419,0
10.8.0.6,40273,111.221.77.160,40001,17,12189696,2762951987601,6,185,198,1153,12593834,6
114.165.172.93,42129,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
10.8.8.178,34123,173.194.67.94,443,6,4325376,60834930225,74,66,959,7915,7009695,0
104.156.81.217,443,10.8.8.138,35198,6,4325376,1333793867003,145,66,1303,43613,19711872,0
173.194.123.0,443,10.8.0.10,42394,6,4325376,99585499,8,66,1404,4798,39305216,0
10.8.8.138,46617,74.125.226.57,443,6,4325376,194771308433,7,66,66,462,4325376,5
212.73.221.202,80,10.8.8.222,61141,6,3932160,35531577224,17,60,1374,14995,57806607,0
10.8.0.10,0,131.202.244.3,0,1,12845056,49479039207061,67,167,448,21443,20974454,6
207.241.226.111,6969,10.8.8.130,49152,6,4325376,16021304584,5,66,142,414,5426380,4
10.8.0.10,44818,82.165.251.100,80,6,3932160,5320890524,5,60,74,314,4115660,0
207.241.236.176,80,10.8.8.130,43534,6,4325376,6569363391,809,66,1374,1102744,89331805,0
10.8.0.6,40273,65.55.223.38,40024,17,4915200,2761186696493,2,75,75,150,4915200,6
10.8.0.10,45466,91.189.89.22,443,6,4325376,734142121,12,66,263,1375,7509333,0
81.248.21.133,25063,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
207.241.228.122,80,10.8.8.130,59748,6,4325376,12517451687,1554,66,1374,2122718,89520236,5
10.8.8.246,63703,224.0.0.252,5355,17,4194304,413930688,2,64,64,128,4194304,6
10.8.8.246,56170,224.0.0.252,5355,17,4194304,419712240,2,64,64,128,4194304,6
10.8.8.130,49539,89.16.148.115,8912,17,0,0,1,60,60,60,3932160,-1
71.244.132.186,51303,10.8.8.130,51413,17,0,0,1,361,361,361,23658496,-1
23.54.136.70,443,10.8.8.130,60795,6,4325376,19092999788,10,66,1374,5577,36549427,0
10.8.8.134,15685,74.139.238.116,25355,17,0,0,1,60,60,60,3932160,-1
69.171.255.36,3478,10.8.0.10,60667,17,0,0,1,74,74,74,4849664,-1
177.156.68.101,30400,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.8.138,56560,208.117.251.116,443,6,4325376,252283578750,4751,66,1374,341679,4713170,0
10.8.8.246,60245,77.72.169.133,11113,17,3932160,3380855760109,45,60,160,4690,6830307,6
70.20.28.143,4395,10.8.8.134,43216,6,4325376,62394884163,95,66,136,6467,4461276,2
10.8.0.14,44093,74.125.226.21,443,6,4325376,58407628297,19,66,1404,4237,14614528,0
63.245.217.161,443,10.8.8.234,38206,6,3932160,14155009703,12,60,1374,4654,25417045,0
10.8.0.10,36378,74.125.226.35,443,6,4325376,59108026106,8,66,111,686,5619712,0
10.8.8.130,49539,111.221.74.18,443,17,0,0,1,60,60,60,3932160,-1
10.8.8.246,29918,131.202.6.26,13000,6,3932160,1944444685,14,60,1374,6398,29949952,5
88.185.245.104,11512,10.8.8.130,51413,17,0,0,1,361,361,361,23658496,-1
157.56.52.48,40001,10.8.0.6,40273,17,4063232,2807224311149,3,62,62,186,4063232,6
10.8.0.14,47758,74.125.226.27,443,6,4325376,58506387287,14,66,583,2184,10223616,0
213.199.179.173,40027,10.8.0.6,40273,17,4128768,491776461414,2,63,63,126,4128768,6
173.194.123.18,80,10.8.0.10,52231,6,4325376,126670095499,35,66,1404,19280,36100973,0
216.58.219.229,443,10.8.0.14,53756,6,3932160,59496540711,18,60,1073,2850,10376533,0
131.253.61.84,443,10.8.8.130,42935,6,3932160,1379431333,14,60,590,6370,29818880,0
10.8.8.130,49539,83.77.28.158,17733,17,0,0,1,60,60,60,3932160,-1
129.98.43.99,24011,10.8.8.130,56615,6,4325376,12811801622,33,66,1178,6072,12058624,0
157.55.235.142,40022,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
209.148.205.41,80,10.8.8.138,57836,6,4325376,302587527662,47,66,1374,52531,73248332,0
68.232.34.191,443,10.8.8.178,41066,6,3932160,5923435178,8,60,1374,4655,38133760,0
157.55.56.169,40027,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
10.8.8.130,49539,157.55.235.155,40034,17,5636096,10030349302139,6,77,86,489,5341184,1
46.172.64.91,41404,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
74.125.226.38,443,10.8.8.138,51827,6,4325376,2255252856678,18,66,1374,5552,20214215,5
207.241.227.188,80,10.8.8.130,59125,6,3932160,17798624994,3011,60,1374,4117083,89610478,0
10.8.0.14,57103,74.125.228.213,443,6,4325376,59451592763,23,66,1404,4280,12195394,0
10.8.0.6,47313,23.23.138.128,443,6,4325376,25071670551,4,66,66,264,4325376,0
24.156.140.33,443,10.8.0.10,53275,6,3932160,180823299277,10,60,1404,3479,22799974,0
10.8.8.134,15685,106.68.27.200,6563,17,0,0,1,60,60,60,3932160,-1
10.8.8.130,43519,207.241.236.176,80,6,4325376,5126843186,593,66,254,42452,4691626,0
10.8.8.134,34909,24.121.103.220,43206,6,4325376,62937110614,128,66,593,35984,18423808,2
64.4.23.162,40019,10.8.8.130,52118,6,8781824,48566438406,56,66,1097,6790,7946240,0
64.233.184.16,465,10.8.8.110,37417,6,3932160,2311290016,19,60,304,2121,7315887,0
10.8.8.138,33876,54.230.52.100,443,6,4325376,121013624189,20,66,439,2018,6612582,0
10.8.8.134,15685,175.32.19.218,38482,17,0,0,1,60,60,60,3932160,-1
207.241.239.206,6969,10.8.8.130,56897,6,4325376,2812802573,5,66,249,521,6828851,4
10.8.8.110,37420,64.233.184.16,465,6,4325376,2328507378,16,66,583,2427,9940992,0
10.8.8.138,46238,74.125.226.47,443,6,4325376,240691051931,16,66,583,1951,7991296,0
10.8.0.14,46881,173.194.123.7,443,6,4325376,74405255043,21,66,1404,6426,20054016,0
63.245.217.160,443,10.8.8.178,54877,6,3932160,10856123209,9,60,1031,1716,12495530,0
10.8.0.10,58257,173.194.123.8,443,6,3932160,407089673,15,60,265,1403,6129800,0
129.98.43.99,24011,10.8.8.134,39095,6,3932160,15578527584,34,60,1034,5988,11542046,0
184.26.44.96,80,10.8.0.10,49349,6,4325376,4981622259,3,66,74,206,4500138,0
216.58.219.229,443,10.8.0.14,53773,6,3932160,59320487659,18,60,1171,2948,10733340,0
157.55.130.142,40003,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
10.8.0.6,40273,213.199.179.147,40004,17,0,0,1,78,78,78,5111808,-1
10.8.0.10,18420,212.161.8.36,13392,17,59375616,65332,2,430,906,1336,43778048,6
10.8.0.6,40273,10.8.0.10,18420,17,3932160,11606019469575,369296,60,424,52960628,9398497,5
75.129.104.217,44568,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.0.10,51761,173.252.79.90,443,6,4325376,177974755375,8,66,218,732,5996544,6
10.8.8.130,33817,207.241.227.212,80,6,4325376,3451109140,346,66,253,25372,4805720,0
74.125.22.189,443,10.8.0.10,54537,6,8192000,3615344255234,560,66,1404,133252,15594291,0
10.8.8.134,60077,70.100.90.44,14783,6,4325376,62753812377,172,66,1374,66712,25418823,2
10.8.8.178,43060,23.63.99.210,443,6,3932160,118244167450,73,60,695,9818,8814143,0
157.55.130.154,40034,10.8.0.10,18420,17,4128768,3437060651283,2,63,63,126,4128768,6
10.8.8.138,37934,74.125.226.39,443,17,5177344,213522445,2,79,1392,1471,48201728,5
10.8.8.130,39118,91.190.218.34,443,6,3932160,2400520177,49,60,1091,5540,7409580,0
10.8.0.14,40001,216.58.219.238,443,6,7340032,32757688894,21,66,1163,4970,15510186,0
10.8.8.134,15685,70.162.82.238,3792,17,4128768,56748989402,4,63,63,252,4128768,2
10.8.0.10,35043,216.58.219.229,443,6,4325376,177193115888,24,66,1404,4636,12659370,0
10.8.8.138,60722,74.125.226.35,443,6,4325376,7744654196543,19,66,328,1921,6626034,0
10.8.8.222,53235,224.0.0.252,5355,17,4194304,414104533,2,64,64,128,4194304,6
209.148.205.32,80,10.8.8.138,41274,6,4325376,258023917992,7,66,66,462,4325376,5
24.140.134.21,45411,10.8.8.134,36636,6,4325376,4542164353,8,66,137,697,5709824,2
74.125.226.27,443,10.8.0.14,47758,6,3932160,58488226022,17,60,413,1930,7440263,0
10.8.8.134,56230,128.78.14.125,26965,6,4325376,62332323617,87,66,1090,35274,26571458,2
173.194.123.4,443,10.8.0.10,33692,6,4325376,987437406527,96,66,1404,13606,9288362,0
207.241.236.176,80,10.8.8.130,43513,6,3932160,2973518986,406,60,1374,551455,89015159,0
10.8.8.130,49539,154.120.93.25,21356,17,0,0,1,60,60,60,3932160,-1
46.130.140.47,62360,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
54.204.30.249,443,10.8.8.138,57466,6,4325376,67841104373,21,66,1374,8881,27715486,0
207.241.224.2,80,10.8.8.130,55790,6,4325376,1284092048,5,66,428,700,9175040,0
10.8.8.222,61080,224.0.0.252,5355,17,4194304,442149792,2,64,64,128,4194304,6
10.8.8.130,51413,77.91.68.196,32482,17,0,0,1,139,139,139,9109504,-1
10.8.0.6,40273,111.221.77.165,40022,17,0,0,1,77,77,77,5046272,-1
10.8.0.6,40273,64.4.23.159,40005,17,0,0,1,76,76,76,4980736,-1
37.48.81.69,6881,10.8.8.130,51413,17,0,0,1,336,336,336,22020096,-1
111.221.77.159,40005,10.8.8.178,15685,17,59834368,344307098,3,60,913,1036,22631765,1
173.194.123.121,80,10.8.0.10,38914,6,4325376,13432144840,19,66,1404,20077,69250856,0
64.233.184.16,465,10.8.8.110,37427,6,3932160,2382350738,19,60,304,2127,7336582,0
10.8.8.246,54861,224.0.0.252,5355,17,4194304,422496423,2,64,64,128,4194304,6
207.241.236.176,80,10.8.8.130,43543,6,4325376,16657189785,1210,66,1374,1653889,89577908,0
91.189.89.31,80,10.8.0.10,59072,6,4325376,5137666049,4,66,471,677,11091968,0
111.221.77.171,40004,10.8.0.6,40273,17,6553600,3552215045089,9,60,100,860,6262328,6
10.8.8.130,55779,207.241.224.2,80,6,4325376,2563960652,10,66,206,808,5295308,2
10.8.8.134,48866,174.21.67.7,36864,6,4325376,224436391,2,66,86,152,4980736,2
173.252.79.90,50015,10.8.0.10,42116,17,7733248,110461388,2,118,146,264,8650752,6
173.194.123.15,443,10.8.0.10,35365,6,4325376,27058399662780,568,60,1404,733991,84688088,5
10.8.8.134,40937,69.92.223.126,15157,6,4325376,62403120364,79,66,593,15119,12542263,2
10.8.8.130,51413,181.43.85.213,44488,17,20316160,105355636314,66,62,431,8454,8394565,0
10.8.8.130,49539,82.120.137.248,39942,17,6750208,612837690123,36,62,103,2648,4820536,0
10.8.8.134,15685,140.138.40.191,40205,17,0,0,1,60,60,60,3932160,-1
74.125.226.47,443,10.8.8.138,45326,6,4325376,10206287987,2,66,74,140,4587520,5
10.8.8.246,59493,224.0.0.252,5355,17,4194304,411274465,2,64,64,128,4194304,6
10.8.8.134,37993,73.25.184.121,58698,6,3932160,456327769,2,60,74,134,4390912,2
216.58.219.238,443,10.8.0.14,39960,6,3932160,73919439116,29,60,1404,7443,16820153,0
64.4.23.153,40033,10.8.8.178,15685,17,0,0,1,485,485,485,31784960,-1
216.58.219.238,443,10.8.0.14,39993,6,3932160,100531333556,33,60,388,4403,8744091,0
10.8.8.246,29923,131.202.6.26,13000,6,3932160,1893284866,17,60,1374,9287,35801931,5
10.8.0.10,51013,173.252.79.94,50009,17,12189696,2670333557941,5,86,194,838,10983833,6
10.8.8.178,39273,23.67.255.209,443,6,4325376,79717172493,10,66,66,660,4325376,0
173.194.67.16,465,10.8.8.234,37838,6,3932160,3288519540,20,60,302,2185,7159808,0
10.8.8.134,15685,98.207.232.10,30860,17,0,0,1,60,60,60,3932160,-1
10.8.0.10,47933,173.194.123.26,80,6,4325376,115516616623,20,66,513,1775,5816320,0
10.8.8.130,49539,109.209.186.130,58661,17,4128768,471387095645,7,63,63,441,4128768,2
10.8.8.138,44660,54.243.90.245,443,6,4325376,66079986051,40,66,1374,37407,61287628,5
124.80.19.157,23411,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
74.125.29.155,443,10.8.8.138,44652,6,4325376,59081284945,5,66,129,393,5151129,5
10.8.8.130,47752,207.241.237.128,80,6,4325376,7480589565,263,66,289,18309,4562352,0
10.8.0.14,42741,173.194.123.3,443,6,4325376,3440542117634,6091,66,1404,1661093,17872498,0
10.8.8.138,59805,204.236.238.164,1878,6,3932160,2881209325,220,60,1374,284871,84860481,0
10.8.8.138,42086,204.236.238.164,1731,6,4325376,4328896406,94,66,349,6922,4825959,2
10.8.0.14,53795,216.58.219.229,443,6,7340032,13765452551,19,66,1404,4726,16301217,0
209.148.205.41,80,10.8.8.138,57746,6,4325376,308421888707,37,66,1374,41245,73054927,5
10.8.0.10,42677,173.252.79.94,443,6,4325376,3471930162564,14,66,218,1560,7302582,0
10.8.8.134,15685,120.29.108.77,56818,17,0,0,1,60,60,60,3932160,-1
80.174.169.116,57382,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.8.110,51633,64.233.184.16,995,6,4325376,6185072647,64,66,247,5646,5781504,0
10.8.8.130,59736,207.241.228.122,80,6,4325376,22621400990,397,66,277,27562,4549882,0
10.8.8.138,58752,209.148.205.16,80,6,4325376,258216454784,8,66,66,528,4325376,5
10.8.8.138,38380,74.125.226.55,443,17,5373952,478550220,4,79,1392,1924,31522816,5
10.8.8.130,51413,37.48.81.69,6881,17,0,0,1,139,139,139,9109504,-1
208.117.251.116,443,10.8.8.138,56628,6,4325376,20120445215,5,66,203,475,6225920,5
10.8.8.130,43099,239.255.255.250,1900,17,11403264,24722,2,174,175,349,11436032,2
111.221.74.15,443,10.8.0.6,40273,17,0,0,1,68,68,68,4456448,-1
10.8.8.222,56845,224.0.0.252,5355,17,4194304,407460761,2,64,64,128,4194304,6
10.8.0.6,40273,111.221.74.28,40028,17,0,0,1,78,78,78,5111808,-1
157.55.130.165,40012,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
10.8.8.130,49539,85.75.110.162,8616,17,0,0,1,60,60,60,3932160,-1
207.241.236.176,80,10.8.8.130,43489,6,3932160,11045818102,810,60,1374,1102824,89227992,5
123.51.68.193,63561,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
173.194.123.121,80,10.8.0.10,38915,6,4325376,5775502852,2,66,74,140,4587520,0
84.29.113.247,9089,10.8.8.130,51413,17,0,0,1,332,332,332,21757952,-1
10.8.0.10,42740,216.58.219.238,443,6,4325376,176268780696,23,66,772,2903,8271782,0
207.241.227.212,80,10.8.8.130,33782,6,4325376,8670654194,804,66,1374,1095901,89329562,5
10.8.8.246,50599,224.0.0.252,5355,17,4194304,411865774,2,64,64,128,4194304,6
207.241.227.188,80,10.8.8.130,59132,6,3932160,24961926638,2819,60,1374,3858816,89709601,0
157.55.235.167,40001,10.8.0.6,40273,17,4128768,3099777709348,7,63,63,441,4128768,6
208.117.251.116,443,10.8.8.138,56574,6,4325376,58993725738,1320,66,1374,1798261,89280934,0
10.8.0.6,40273,149.13.32.15,13392,17,48300032,14019,2,437,737,1174,38469632,6
157.55.130.174,40016,10.8.0.6,40273,17,0,0,1,1004,1004,1004,65798144,-1
10.8.8.138,44767,74.125.29.155,443,6,4325376,59090638202,4,66,66,264,4325376,5
10.8.8.130,49539,77.99.242.31,8710,17,0,0,1,60,60,60,3932160,-1
111.221.74.41,40029,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
10.8.0.10,35058,216.58.219.229,443,6,4325376,415924031929,47,66,1404,12566,17521816,0
10.8.8.130,34934,216.58.210.3,443,6,4325376,160182708050,29,66,583,3506,7923076,0
10.8.8.134,15685,68.224.106.140,24222,17,4194304,49617853250,4,64,64,256,4194304,2
91.190.218.40,33033,10.8.8.130,44579,6,3932160,10723914419,8,60,346,822,6733824,2
186.137.116.108,34370,10.8.8.130,51413,17,0,0,1,110,110,110,7208960,-1
157.56.53.46,12350,10.8.8.178,38688,6,4653056,37219529636311,9,66,71,634,4616647,1
10.8.8.134,15685,108.40.10.184,53583,17,4194304,59936367778,4,64,64,256,4194304,2
10.8.8.134,15685,71.179.224.152,47644,17,4128768,42348535588,4,63,63,252,4128768,2
10.8.8.234,37876,173.194.67.16,465,6,4325376,2801786415,14,66,910,2706,12667172,3
10.8.8.134,15685,119.105.188.250,57000,17,0,0,1,60,60,60,3932160,-1
10.8.8.130,49539,77.70.31.195,17872,17,0,0,1,60,60,60,3932160,-1
10.8.8.134,15685,99.94.171.150,24277,17,0,0,1,60,60,60,3932160,-1
10.8.8.134,15685,110.66.238.83,8031,17,0,0,1,60,60,60,3932160,-1
4.53.160.75,123,10.8.8.134,35963,17,0,0,1,90,90,90,5898240,-1
10.8.8.130,34925,216.58.210.3,443,6,4325376,59240423825,13,66,583,1752,8832236,0
65.55.223.15,40031,10.8.0.6,40273,17,0,0,1,483,483,483,31653888,-1
10.8.8.138,38885,204.236.238.164,1535,6,3932160,2604414482,210,60,1374,271350,84681874,0
208.117.251.116,443,10.8.8.138,56631,6,4325376,10434297446,5,66,203,475,6225920,5
213.199.179.176,40018,10.8.0.6,40273,17,4128768,3561130076227,11,63,63,693,4128768,6
10.8.8.130,33809,207.241.227.212,80,6,4325376,7327134288,919,66,255,67338,4802027,0
157.55.130.175,40015,10.8.0.10,18420,17,0,0,1,140,140,140,9175040,-1
10.8.8.134,15685,118.107.229.16,5420,17,0,0,1,60,60,60,3932160,-1
74.125.226.38,80,10.8.0.10,49587,6,4325376,115426614140,16,66,1404,2527,10350592,0
10.8.8.130,51413,188.163.79.127,58367,17,0,0,1,139,139,139,9109504,-1
10.8.0.10,36651,173.252.79.90,3478,6,4325376,12722559332,8,66,218,732,5996544,6
10.8.8.222,64137,224.0.0.252,5355,17,4194304,411527081,2,64,64,128,4194304,6
10.8.8.130,49539,216.164.215.248,39542,17,0,0,1,60,60,60,3932160,-1
10.8.8.138,57517,64.233.181.120,443,6,4325376,13893553538,3,66,66,198,4325376,5
10.8.8.246,61424,224.0.0.252,5355,17,4194304,414660730,2,64,64,128,4194304,6
23.235.44.143,443,10.8.8.138,49852,6,4325376,18555918864,4,66,97,295,4833280,5
10.8.8.138,58776,209.148.205.16,80,6,4325376,257857726585,8,66,66,528,4325376,5
10.8.8.178,59222,216.58.210.35,443,6,4325376,74268539598,313,66,1057,22818,4777637,0
10.8.0.10,18420,111.221.74.14,40029,17,0,0,1,83,83,83,5439488,-1
204.236.238.164,1751,10.8.8.138,33796,6,4325376,12032699131,3832,66,1374,258826,4426518,0
10.8.8.130,33861,207.241.227.212,80,6,4325376,9915285978,1001,66,254,70902,4641991,0
10.8.8.130,51413,87.67.124.88,50697,17,0,0,1,139,139,139,9109504,-1
86.74.27.109,40767,10.8.8.130,51413,17,0,0,1,361,361,361,23658496,-1
10.8.0.10,18420,65.55.223.14,40029,17,0,0,1,83,83,83,5439488,-1
64.4.23.162,40019,10.8.8.130,52058,6,6815744,2047088079006,192,66,740,16636,5678421,2
10.8.8.246,49673,224.0.0.252,5355,17,4194304,414022439,2,64,64,128,4194304,6
63.245.216.134,443,10.8.8.110,46950,6,3932160,6028250947,8,60,1266,3248,26607616,0
69.25.24.24,443,10.8.8.138,58921,6,3932160,217439334032,6,60,60,360,3932160,5
10.8.0.10,45975,173.194.123.2,443,6,3932160,411296244,11,60,265,1163,6928942,0
23.235.44.143,443,10.8.8.138,49927,6,4325376,16037687303,4,66,97,295,4833280,5
157.56.52.27,40034,10.8.8.134,15685,17,4063232,499618468677,3,62,62,186,4063232,2
10.8.8.130,49539,5.19.207.114,45555,17,0,0,1,60,60,60,3932160,-1
10.8.8.222,59942,224.0.0.252,5355,17,4194304,411102413,2,64,64,128,4194304,6
216.58.210.5,443,10.8.8.130,44946,6,3932160,147740136,6,60,126,438,4784128,0
216.58.219.227,443,10.8.0.10,54784,6,3932160,177038102320,693,60,1404,931003,88043596,0
10.8.0.10,42116,173.252.79.90,50015,17,12713984,87807508,2,86,194,280,9175040,6
74.125.226.38,80,10.8.8.138,42641,6,3932160,158300738807,6,60,66,390,4259840,5
