SrcIP,SrcPort,DstIP,DstPort,Proto,CurrentLength,SumIat,TotalPkts,MinLen,MaxLen,SumLen,MeanLen,Label
64.233.184.16,465,10.8.8.110,37418,6,3932160,2425220571,20,60,304,2193,7186022,0
10.8.8.138,39899,23.235.40.143,443,6,4325376,9697808683,20,66,464,2424,7942963,5
10.8.0.6,40273,111.221.74.29,40010,17,0,0,1,74,74,74,4849664,-1
10.8.0.10,39587,173.252.79.90,3478,6,4325376,12513044777,8,66,218,732,5996544,6
153.136.169.144,13185,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
10.8.8.134,15685,130.88.8.60,56289,17,4259840,879454205267,1147,60,1420,541192,30922021,6
10.8.0.10,47421,69.171.255.36,3478,17,0,0,1,70,70,70,4587520,-1
114.32.17.136,11951,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
62.198.78.46,7947,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
207.241.237.128,80,10.8.8.130,47733,6,4325376,15409589727,2014,66,1374,2756346,89692101,0
111.221.77.149,40024,10.8.0.6,40273,17,4063232,3190434855756,3,62,62,186,4063232,6
157.55.130.142,40019,10.8.8.178,15685,17,4063232,601293821263,2,62,62,124,4063232,1
10.8.8.246,29902,184.27.206.8,443,6,3932160,929234958,10,60,372,1494,9791078,0
10.8.0.6,40273,111.221.77.149,40024,17,4980736,3190418861749,3,76,77,230,5024426,6
10.8.8.246,29934,131.253.18.253,443,6,4063232,9000677116,3,62,66,194,4237994,0
10.8.8.110,37424,64.233.184.16,465,6,4325376,2375991474,18,66,583,2558,9313393,0
157.55.56.169,40006,10.8.8.130,49539,17,0,0,1,63,63,63,4128768,-1
10.8.0.6,40273,111.221.77.150,40028,17,0,0,1,76,76,76,4980736,-1
54.192.55.216,443,10.8.8.138,47640,6,4325376,951487610,3,66,97,229,5002581,5
157.55.235.173,40009,10.8.0.6,40273,17,4063232,2870010761908,2,62,62,124,4063232,6
10.8.0.6,40273,140.135.25.8,12176,17,0,0,1,60,60,60,3932160,-1
207.241.239.206,6969,10.8.8.130,56809,6,4325376,2108404565,5,66,216,488,6396313,4
63.245.217.160,443,10.8.8.178,54882,6,4325376,6049753401,6,66,227,565,6171306,0
173.194.67.16,465,10.8.8.234,37846,6,3932160,3112494007,20,60,302,2191,7179468,0
10.8.8.130,49539,77.223.44.50,59190,17,0,0,1,60,60,60,3932160,-1
10.8.8.138,37899,74.125.226.46,443,6,4325376,393101000404,49,66,1374,14573,19490941,5
10.8.8.130,58124,216.58.210.2,443,6,4325376,157497854,5,66,112,453,5937561,0
23.52.152.64,443,10.8.8.138,51242,6,4325376,79366384356,4,66,119,317,5193728,5
93.184.220.29,80,10.8.8.178,38614,6,4325376,5441222772,2,66,74,140,4587520,0
217.133.62.145,23702,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.8.130,39696,184.162.79.221,21315,6,4325376,30382334895,26,66,160,2093,5275648,2
10.8.8.138,45687,96.16.198.156,443,6,3932160,168277843460,7,60,66,450,4213028,5
204.236.238.164,1602,10.8.8.138,57961,6,4325376,2573337741,190,66,1374,17918,6180389,0
10.8.8.222,56726,224.0.0.252,5355,17,4194304,411675630,2,64,64,128,4194304,6
10.8.8.134,15685,67.0.203.144,42309,17,0,0,1,60,60,60,3932160,-1
114.187.193.200,45452,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
10.8.8.246,57133,224.0.0.252,5355,17,4194304,411747802,2,64,64,128,4194304,6
173.194.123.15,443,10.8.0.10,35365,6,4325376,27058443777936,568,60,1404,733991,84688088,5
91.190.216.125,12350,10.8.0.10,55376,6,3932160,57609888884,44,60,171,3306,4924136,2
62.210.93.118,7654,10.8.8.130,51413,17,5505024,17606298673,2,84,111,195,6389760,4
68.224.106.140,24222,10.8.8.134,15685,17,4194304,49650155131,4,64,64,256,4194304,2
157.55.56.169,40008,10.8.8.130,49539,17,4063232,509623034011,2,62,62,124,4063232,2
10.8.8.130,49539,213.199.179.169,40019,17,0,0,1,64,64,64,4194304,-1
10.8.8.222,56381,224.0.0.252,5355,17,4194304,412060534,2,64,64,128,4194304,6
185.9.209.216,0,10.8.8.130,0,1,0,0,1,88,88,88,5767168,-1
10.8.8.130,59038,207.241.227.188,80,6,4325376,16065993307,1398,66,301,99979,4686855,0
10.8.0.10,35358,173.194.123.15,443,6,3932160,147582385,14,60,265,1343,6286774,0
10.8.8.222,52296,224.0.0.252,5355,17,4194304,410979322,2,64,64,128,4194304,6
10.8.8.130,49539,46.98.214.77,12898,17,0,0,1,60,60,60,3932160,-1
216.58.219.229,443,10.8.0.10,35043,6,3932160,177192139307,23,60,1404,6320,18008153,0
10.8.8.222,54713,224.0.0.252,5355,17,4194304,412391474,2,64,64,128,4194304,6
10.8.0.10,38330,173.194.123.25,443,6,4325376,176362611047,24,66,936,3104,8475989,0
10.8.8.178,52379,216.58.210.33,443,6,4325376,67511517760,30,66,438,3307,7224251,0
10.8.0.10,35062,216.58.219.229,443,6,4325376,176994684434,23,66,1404,5204,14828232,0
10.8.8.222,50707,224.0.0.252,5355,17,4194304,410815655,2,64,64,128,4194304,6
157.55.130.169,443,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
68.232.34.191,443,10.8.8.178,41066,6,3932160,5923118593,8,60,1374,4655,38133760,0
10.8.0.6,40273,157.55.56.159,40005,17,0,0,1,76,76,76,4980736,-1
64.4.23.147,40021,10.8.0.6,40273,17,0,0,1,487,487,487,31916032,-1
10.8.0.14,43655,173.194.123.15,443,6,4325376,240109535568,21,66,375,2404,7502311,0
213.199.179.169,40008,10.8.0.10,18420,17,4063232,296067268,2,62,63,125,4096000,6
10.8.8.130,49539,76.217.166.69,6113,17,0,0,1,60,60,60,3932160,-1
10.8.0.6,40273,213.199.179.162,40015,17,0,0,1,78,78,78,5111808,-1
10.8.8.246,59493,224.0.0.252,5355,17,4194304,411319385,2,64,64,128,4194304,6
10.8.8.134,15685,74.73.136.244,17773,17,0,0,1,60,60,60,3932160,-1
82.244.202.67,57449,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
10.8.8.138,41535,74.125.226.38,443,6,4325376,10425861516,4,66,74,272,4456448,5
10.8.8.130,49539,79.182.1.250,56151,17,0,0,1,60,60,60,3932160,-1
10.8.8.138,47739,74.125.226.33,443,17,5373952,21634768938,7,82,1392,4000,37449142,5
10.8.8.178,15685,157.55.130.172,40027,17,11599872,37193135667633,5,177,177,885,11599872,1
157.55.235.166,40030,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
207.241.237.128,80,10.8.8.130,47711,6,3932160,13614146302,2231,60,1374,3046970,89505255,0
207.241.224.2,80,10.8.8.130,55918,6,4325376,3113116735,5,66,424,696,9122611,0
10.8.8.134,48915,174.21.67.7,36864,6,4325376,62919683217,41,66,166,3286,5252470,2
10.8.0.6,40273,157.55.235.143,40016,17,12255232,2055160255920,5,179,191,936,12268339,6
10.8.8.222,53139,224.0.0.252,5355,17,4194304,416116829,2,64,64,128,4194304,6
10.8.0.10,43136,173.194.123.12,443,6,3932160,148029470,14,60,277,1355,6342948,0
207.241.227.82,80,10.8.8.130,52116,6,4325376,4093883273,407,66,1374,551527,88808042,5
157.55.130.174,40028,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
126.88.18.197,15249,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
173.194.123.121,80,10.8.0.10,38915,6,4325376,5774948918,2,66,74,140,4587520,0
173.194.67.16,465,10.8.8.234,37817,6,3932160,3214325995,19,60,302,2131,7350379,0
161.69.13.21,443,10.8.8.222,61133,6,3932160,104863569080,24,60,1374,18111,49455104,0
10.8.0.6,40273,111.221.77.154,40023,17,0,0,1,79,79,79,5177344,-1
10.8.8.130,33836,207.241.227.212,80,6,4325376,5011914323,342,66,249,24443,4683907,0
10.8.0.10,33364,173.194.123.22,443,6,4325376,117986129018,20,66,1404,4574,14988083,0
157.56.52.29,40010,10.8.0.6,40273,17,0,0,1,493,493,493,32309248,-1
10.8.0.6,47313,23.23.138.128,443,6,4325376,25071523222,4,66,66,264,4325376,0
173.252.79.90,443,10.8.0.10,46976,6,4325376,177881269218,5,66,170,518,6789529,6
157.55.130.152,40018,10.8.0.6,40273,17,4128768,3685520415806,11,63,63,693,4128768,6
157.55.235.151,40034,10.8.8.178,15685,17,0,0,1,717,717,717,46989312,-1
77.41.58.200,57581,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
176.194.241.237,6274,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
94.245.90.63,443,10.8.8.130,56890,6,4325376,17536875695,12,66,1374,5745,31375360,0
10.8.8.130,52118,64.4.23.162,40019,6,4325376,52227440246,62,66,481,5282,5583244,2
69.92.223.126,15157,10.8.8.134,15685,17,4194304,1128483718658,8,64,64,512,4194304,2
10.8.8.130,52161,64.4.23.162,40019,6,4456448,1381311146420,111,66,482,14084,8315396,0
10.8.0.10,47136,173.252.79.90,3478,6,4325376,177913857728,8,66,218,732,5996544,6
216.58.210.46,443,10.8.8.178,39784,6,3932160,76457767766,77,60,1374,11819,10059350,0
106.159.199.206,13681,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
10.8.8.222,63918,224.0.0.252,5355,17,4194304,411085487,2,64,64,128,4194304,6
10.8.0.10,59226,173.252.79.94,3478,6,4325376,3472019228782,14,66,218,1560,7302582,0
10.8.8.138,43452,74.125.226.64,443,6,4325376,7744759447881,18,66,583,2083,7583971,0
10.8.0.10,56614,173.194.123.11,443,6,4325376,292650333648,47,66,1268,8355,11650069,0
10.8.0.10,48965,173.194.123.1,443,6,7012352,27062949831318,95,66,775,21581,14887709,0
207.241.236.176,80,10.8.8.130,43520,6,4325376,21256175797,2013,66,1374,2756283,89734606,0
10.8.8.222,61122,178.255.83.1,80,6,3932160,271971821,5,60,390,636,8336179,0
95.65.208.41,0,10.8.8.130,0,1,0,0,1,88,88,88,5767168,-1
10.8.8.130,33814,207.241.227.212,80,6,4325376,32959188902,4281,66,255,300225,4596016,0
204.236.238.164,1410,10.8.8.138,36877,6,4325376,2421236876,172,66,1374,15586,5938628,0
173.194.123.22,443,10.8.0.10,33308,6,3932160,417141912103,41,60,1404,9445,15097256,0
173.194.123.21,443,10.8.0.14,55021,6,3932160,59026695264,18,60,1006,2783,10132593,0
10.8.8.178,41587,74.125.225.24,443,6,4325376,59694511176,15,66,269,1645,7187114,0
207.241.237.128,80,10.8.8.130,47688,6,4325376,18685999866,1833,66,1374,2499672,89371797,5
10.8.8.178,55623,91.190.218.125,12350,6,3932160,20775631997,37,60,588,4075,7217816,0
213.102.81.77,39975,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
24.36.174.173,47044,10.8.8.134,15685,17,4128768,275018914420,9,63,63,567,4128768,2
10.8.8.222,53263,224.0.0.252,5355,17,4194304,414898116,2,64,64,128,4194304,6
10.8.8.134,55199,68.190.134.49,5840,6,4325376,62593245203,41,66,131,3294,5265258,2
10.8.8.246,64484,224.0.0.252,5355,17,4194304,411968710,2,64,64,128,4194304,6
177.156.68.101,30400,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.8.246,53421,224.0.0.252,5355,17,4194304,415132700,2,64,64,128,4194304,6
10.8.8.246,58731,224.0.0.252,5355,17,4325376,412360280,2,66,66,132,4325376,6
173.194.123.5,443,10.8.0.10,33808,6,4325376,106433136,9,66,1404,4864,35418567,0
10.8.8.130,59732,207.241.228.122,80,6,4325376,3478860804,331,66,277,25588,5066269,0
207.241.228.122,80,10.8.8.130,59711,6,4325376,4760521797,407,66,1374,551527,88808042,0
10.8.8.130,51413,45.36.133.141,48075,17,0,0,1,139,139,139,9109504,-1
10.8.8.138,58781,209.148.205.16,80,6,4325376,257873417331,8,66,66,528,4325376,5
45.36.133.141,48075,10.8.8.130,51413,17,0,0,1,359,359,359,23527424,-1
10.8.8.246,64984,224.0.0.252,5355,17,4194304,411930860,2,64,64,128,4194304,6
204.236.238.164,1633,10.8.8.138,58774,6,3932160,2429905515,239,60,1374,318059,87214705,5
10.8.0.14,42782,74.125.226.40,443,6,4325376,58983245057,20,66,1404,5507,18045337,0
111.221.74.28,40034,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
10.8.8.130,42936,131.253.61.84,443,6,3932160,1394253948,19,60,619,2269,7826378,0
10.8.8.130,51413,222.133.78.58,30714,17,8912896,43187654763,3,100,139,375,8192000,4
157.55.130.172,40027,10.8.0.6,40273,17,0,0,1,60,60,60,3932160,-1
74.125.226.3,443,10.8.0.14,39462,6,3932160,74295835314,29,60,1404,7423,16774956,0
10.8.8.130,49539,129.98.43.99,24011,17,4259840,792839063770,512,61,569,50592,6475776,2
207.241.236.176,80,10.8.8.130,43463,6,3932160,9656664462,2024,60,1374,2756343,89248861,5
157.55.130.172,40027,10.8.0.10,18420,17,4128768,1939748123934,5,63,63,315,4128768,6
10.8.8.246,55591,224.0.0.252,5355,17,4194304,415068367,2,64,64,128,4194304,6
10.8.8.130,55918,207.241.224.2,80,6,4325376,3164977675,6,66,263,601,6564522,0
10.8.8.134,15685,213.199.179.153,40033,17,5046272,1034163252373,4,77,77,308,5046272,2
10.8.0.10,18420,212.161.8.36,13392,17,59375616,50277,2,430,906,1336,43778048,6
10.8.8.110,37405,64.233.184.16,465,6,4325376,2366690749,16,66,583,2421,9916416,0
173.194.126.24,443,10.8.8.130,48152,6,3932160,67974460149,24,60,1374,6360,17367040,0
213.199.179.175,443,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.8.222,55449,224.0.0.252,5355,17,4194304,413635501,2,64,64,128,4194304,6
10.8.0.6,37507,209.148.205.33,80,6,4325376,259116857374,8,66,66,528,4325376,0
10.8.8.138,51740,74.125.226.37,443,17,5177344,90248166687,16,79,1392,6377,26120192,5
202.118.1.130,123,10.8.8.246,17054,17,0,0,1,90,90,90,5898240,-1
10.8.8.130,49539,86.138.130.48,27863,17,0,0,1,60,60,60,3932160,-1
81.137.205.196,23528,10.8.8.130,48769,6,3932160,62115255638,100,60,157,6812,4464312,2
10.8.8.130,49539,46.180.198.165,6878,17,0,0,1,60,60,60,3932160,-1
74.125.226.59,80,10.8.8.138,54815,6,3932160,22096276488,3,60,66,192,4194304,5
207.241.236.176,80,10.8.8.130,43502,6,3932160,10210612166,2019,60,1374,2756623,89478972,0
10.8.8.234,37837,173.194.67.16,465,6,4325376,3295401171,15,66,907,2801,12237755,3
213.199.179.176,40018,10.8.0.10,18420,17,0,0,1,60,60,60,3932160,-1
10.8.0.6,40273,157.56.52.26,40029,17,0,0,1,76,76,76,4980736,-1
79.111.13.217,47452,10.8.8.130,51413,17,0,0,1,275,275,275,18022400,-1
82.165.251.100,80,10.8.0.10,44815,6,3932160,5155525975,3,60,62,184,4019541,0
24.196.36.15,63443,10.8.8.134,42201,6,3932160,62262156291,153,60,161,10288,4406760,2
10.8.8.130,51413,72.185.177.174,35452,17,0,0,1,139,139,139,9109504,-1
213.199.179.169,40027,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
81.53.48.214,50260,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
111.221.74.27,40034,10.8.8.130,49539,17,4128768,9974456259657,5,62,110,359,4705484,1
10.8.8.222,137,10.8.8.223,137,17,6029312,3475176710883,414,92,92,38088,6029312,6
46.191.187.169,51218,10.8.8.130,51413,17,0,0,1,361,361,361,23658496,-1
208.117.251.116,443,10.8.8.138,56616,6,4325376,10446550772,5,66,203,475,6225920,5
10.8.0.10,47933,173.194.123.26,80,6,4325376,115516693027,20,66,513,1775,5816320,0
173.252.79.90,3478,10.8.0.10,58667,6,4325376,12184069577,5,66,170,518,6789529,0
204.236.238.164,1587,10.8.8.138,45798,6,3932160,3923326285,218,60,1374,288119,86615443,5
216.58.219.229,443,10.8.0.14,53756,6,3932160,59496544924,18,60,1073,2850,10376533,0
216.58.210.46,443,10.8.8.178,39783,6,4325376,414124316,6,66,1374,4312,47098538,0
64.4.23.159,40005,10.8.0.6,40273,17,0,0,1,1326,1326,1326,86900736,-1
10.8.8.222,58988,224.0.0.252,5355,17,4194304,411698832,2,64,64,128,4194304,6
63.245.217.113,443,10.8.8.234,57001,6,3932160,12584893471,25,60,1374,23660,62023270,5
10.8.8.246,49469,224.0.0.252,5355,17,4194304,414386689,2,64,64,128,4194304,6
10.8.8.222,51195,224.0.0.252,5355,17,4194304,413028438,2,64,64,128,4194304,6
10.8.0.6,42888,141.219.235.176,60830,6,4325376,11234775100,10,66,122,801,5249433,6
74.125.226.46,443,10.8.8.138,56956,17,0,0,1,1392,1392,1392,91226112,-1
10.8.8.134,15685,110.33.214.66,29279,17,0,0,1,60,60,60,3932160,-1
10.8.8.138,42040,74.125.226.35,443,17,5177344,90204769746,16,79,1392,6358,26042368,5
82.221.103.244,6881,10.8.8.130,51413,17,0,0,1,530,530,530,34734080,-1
10.8.8.130,47785,207.241.237.128,80,6,4325376,11115210842,1124,66,296,79707,4647400,0
10.8.8.246,62481,224.0.0.252,5355,17,4194304,414157927,2,64,64,128,4194304,6
10.8.8.134,15685,46.17.57.54,5133,17,4587520,233160018370,15,70,70,1050,4587520,2
10.8.0.14,36047,216.58.208.35,443,6,4325376,97716170922,20,66,588,3361,11013324,0
204.236.238.164,1813,10.8.8.138,58134,6,3932160,981499067,12,60,1374,6187,33789269,2
23.235.37.217,443,10.8.8.138,33646,6,20185088,279721602,5,74,1374,4376,57357107,5
10.8.0.14,36041,216.58.208.35,443,6,4325376,60464809362,44,66,761,7970,11870952,0
10.8.8.222,50696,224.0.0.252,5355,17,4194304,413332631,2,64,64,128,4194304,6
10.8.8.178,15685,157.55.235.151,40034,17,0,0,1,81,81,81,5308416,-1
10.8.8.222,64001,224.0.0.252,5355,17,4194304,411560316,2,64,64,128,4194304,6
10.8.0.10,42526,173.194.123.6,443,6,4325376,479794379,52,66,1404,57505,72473993,0
10.8.8.138,58791,209.148.205.16,80,6,4325376,258083131336,8,66,66,528,4325376,5
10.8.8.222,58028,224.0.0.252,5355,17,4194304,411578767,2,64,64,128,4194304,6
10.8.0.6,37315,91.190.218.59,12350,6,4325376,3675091453684,18,66,363,1761,6411605,0
10.8.8.130,49539,37.57.191.241,24683,17,0,0,1,60,60,60,3932160,-1
10.8.8.130,49539,157.55.130.175,443,17,0,0,1,60,60,60,3932160,-1
10.8.8.134,15685,68.39.103.211,65514,17,4194304,1434343014653,8,64,64,512,4194304,2
131.202.240.150,0,10.8.8.178,0,1,6684672,250220894,2,102,102,204,6684672,1
10.8.8.130,49539,65.55.223.39,443,17,0,0,1,60,60,60,3932160,-1
10.8.8.130,43099,239.255.255.250,1900,17,11403264,19981,2,174,175,349,11436032,2
74.125.226.33,443,10.8.8.138,58883,6,4325376,240627031061,16,66,212,1409,5771264,5
111.221.74.22,40011,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
207.241.224.2,443,10.8.8.130,51298,6,3932160,4030730808,41,60,1374,42156,67383795,5
10.8.8.178,48911,205.188.12.91,443,6,3932160,1025068155092,509,60,346,55083,7092179,0
10.8.8.130,52254,131.130.27.211,51472,6,0,0,1,74,74,74,4849664,-1
10.8.8.130,51413,177.133.138.21,50206,17,0,0,1,139,139,139,9109504,-1
208.117.251.116,443,10.8.8.138,56581,6,4325376,20371559681,5,66,203,475,6225920,5
207.241.227.212,80,10.8.8.130,33877,6,4325376,10324156810,808,66,1374,1102700,89438796,0
10.8.8.138,54373,74.125.226.35,443,17,5373952,525883430,4,82,1392,3271,53592064,0
10.8.8.246,17058,5.45.97.110,123,17,0,0,1,90,90,90,5898240,-1
10.8.8.222,54625,224.0.0.252,5355,17,4194304,411455095,2,64,64,128,4194304,6
10.8.0.6,40273,157.55.130.156,40018,17,11665408,2561491121068,7,177,178,1242,11627958,6
10.8.0.6,40273,213.199.179.176,40026,17,11927552,3154234177437,8,181,182,1452,11894784,6
10.8.8.130,59145,207.241.227.188,80,6,4325376,22774315570,2019,66,296,142227,4616636,0
10.8.8.234,37861,173.194.67.16,465,6,4325376,2997788973,15,66,907,2801,12237755,0
140.138.40.191,40205,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
10.8.0.10,51761,173.252.79.90,443,6,4325376,177971936193,8,66,218,732,5996544,6
10.8.0.6,40273,157.55.130.166,40015,17,0,0,1,74,74,74,4849664,-1
176.180.12.77,59973,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.8.138,33967,104.156.85.217,443,6,4325376,24508242798,4,66,66,264,4325376,0
173.194.123.1,443,10.8.0.10,49049,6,4325376,110646574,7,66,1305,2049,19183323,0
10.8.0.10,33893,173.194.123.5,443,6,4325376,195917231109,32,66,1404,8566,17543168,0
74.125.226.187,80,10.8.0.6,37649,6,3932160,199295941120,7,60,66,456,4269202,0
157.55.130.167,40019,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
10.8.8.178,38630,93.184.220.29,80,6,4325376,5559767455,4,66,74,272,4456448,0
10.8.8.222,58643,224.0.0.252,5355,17,4194304,414543974,2,64,64,128,4194304,6
157.55.235.145,40011,10.8.0.6,40273,17,0,0,1,518,518,518,33947648,-1
209.148.205.16,80,10.8.8.138,58781,6,4325376,257649945607,7,66,66,462,4325376,5
173.194.123.15,443,10.8.0.14,43655,6,4325376,240108971055,21,66,1404,6138,19155236,0
10.8.8.138,39891,23.235.40.143,443,6,4325376,10446847377,5,66,74,338,4430233,5
10.8.8.130,51413,177.71.76.254,40097,17,9109504,30007321723,3,100,139,378,8257536,4
209.148.205.16,80,10.8.8.138,58776,6,4325376,257634542238,7,66,66,462,4325376,5
173.194.67.16,465,10.8.8.234,37844,6,3932160,3001058697,20,60,302,2197,7199129,0
10.8.0.6,40273,157.55.235.155,40033,17,5111808,2650273662560,2,78,78,156,5111808,6
10.8.8.178,39301,23.67.255.209,443,6,3932160,5449166030,10,60,583,1295,8486912,0
216.58.210.35,80,10.8.8.178,35476,6,4325376,5157213143,2,66,74,140,4587520,0
64.233.184.16,465,10.8.8.110,37386,6,3932160,3031368030,23,60,1374,6009,17121992,0
10.8.8.138,42086,204.236.238.164,1731,6,4325376,4328906038,94,66,349,6922,4825959,2
10.8.8.134,15685,117.143.130.67,22680,17,0,0,1,60,60,60,3932160,-1
10.8.8.134,44637,99.29.0.18,46385,6,4325376,62272477402,179,66,593,77051,28210135,2
10.8.8.138,53305,74.125.226.40,443,6,4325376,240623280215,18,66,583,2083,7583971,0
207.241.236.176,80,10.8.8.130,43533,6,4325376,8735113766,1212,66,1374,1654049,89438741,0
86.170.118.247,12431,10.8.8.130,49539,17,4194304,609723698138,8,64,64,512,4194304,2
10.8.8.130,56596,129.98.43.99,24011,6,4325376,278629371657,447,66,742,35984,5275721,0
64.4.23.169,40008,10.8.8.178,15685,17,4063232,413105536,2,62,63,125,4096000,1
10.8.8.246,56804,224.0.0.252,5355,17,4194304,417806729,2,64,64,128,4194304,6
70.162.82.238,3792,10.8.8.134,53176,6,4325376,62797431098,174,66,165,11785,4438745,2
10.8.0.6,40273,157.55.56.159,40015,17,5046272,1981905764981,2,77,77,154,5046272,6
10.8.8.130,49539,128.75.64.126,53907,17,3932160,917281287,5,60,60,300,3932160,2
204.236.238.164,21,10.8.8.138,51001,6,4325376,147649176701,56,66,1374,12515,14646125,0
69.181.136.22,57191,10.8.8.134,15685,17,4194304,2318136358961,371,60,571,45180,7980906,2
213.199.179.146,40030,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
10.8.0.6,40273,96.23.208.172,33778,17,0,0,1,60,60,60,3932160,-1
173.194.204.188,5228,10.8.8.138,55375,6,32047104,33173044557376,256,66,491,25531,6535936,2
10.8.0.10,39989,173.194.76.127,19305,17,6553600,2912036478618,158337,64,234,23814111,9856708,0
10.8.8.178,39784,216.58.210.46,443,6,4325376,76459125973,62,66,454,7901,8351611,0
10.8.8.134,15685,99.4.177.15,59448,17,0,0,1,60,60,60,3932160,-1
173.194.123.15,443,10.8.0.10,35362,6,4325376,116060449,9,66,1404,4863,35411285,0
10.8.8.138,51244,23.52.152.64,443,6,3932160,81679752366,5,60,66,318,4168089,5
10.8.8.130,42513,66.220.156.2,443,6,4325376,1046342028606,2957,66,1292,1278604,28337704,0
10.8.8.234,37868,173.194.67.16,465,6,4325376,3068034156,15,66,907,2801,12237755,0
10.8.0.14,35987,137.116.32.77,443,6,4325376,242102894,11,66,333,1420,8460101,0
111.221.77.145,40026,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
10.8.8.134,15685,109.129.115.38,61971,17,0,0,1,60,60,60,3932160,-1
10.8.8.130,47733,207.241.237.128,80,6,4325376,15224663280,1028,66,289,72074,4594787,0
10.8.0.10,58950,173.252.79.90,443,6,4325376,178252679640,8,66,218,732,5996544,6
208.117.251.116,443,10.8.8.138,56611,6,4325376,20379063730,5,66,203,475,6225920,5
10.8.0.10,37187,173.194.123.31,443,6,3932160,257533524,15,60,265,1403,6129800,0
10.8.0.6,40273,157.55.235.146,40006,17,0,0,1,76,76,76,4980736,-1
10.8.8.134,38035,70.245.66.95,56106,6,4325376,62774638465,119,66,1374,38609,21262852,2
208.117.251.116,443,10.8.8.138,56585,6,4325376,20344022589,5,66,203,475,6225920,5
54.230.52.98,80,10.8.0.6,60199,6,4325376,81349924090,4,66,66,264,4325376,0
10.8.8.134,15685,131.130.27.211,51472,17,0,0,1,60,60,60,3932160,-1
207.241.227.188,80,10.8.8.130,59036,6,4325376,3339750806,173,66,1374,230299,87242053,0
136.169.222.142,34517,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
74.125.226.35,443,10.8.8.138,50093,17,0,0,1,1392,1392,1392,91226112,-1
173.194.123.24,443,10.8.0.10,57033,6,4325376,27055106116089,611,60,1404,744325,79836470,0
157.56.114.104,80,10.8.8.130,59283,6,4325376,275962726,5,66,464,736,9646899,0
10.8.8.138,32809,108.160.163.110,443,6,3932160,22308774618997,104,60,652,60970,38420480,0
64.4.23.176,443,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.8.246,56137,224.0.0.252,5355,17,4194304,411672566,2,64,64,128,4194304,6
74.125.226.38,443,10.8.8.138,35958,17,10420224,91011569979,9,74,1392,2789,20308878,5
173.252.79.94,50009,10.8.0.10,39234,17,6160384,2670324682248,5,94,146,546,7156531,6
173.252.79.90,50015,10.8.0.10,39469,17,7733248,87590193,2,118,146,264,8650752,6
173.194.78.189,443,10.8.8.130,60098,6,4325376,934777095802,1594,66,1374,709789,29182391,0
10.8.8.130,49539,201.41.74.189,50307,17,0,0,1,60,60,60,3932160,-1
10.8.8.138,56559,208.117.251.116,443,6,4325376,85002829502,1079,66,1374,77028,4678505,0
10.8.8.130,49539,82.120.137.248,39942,17,6750208,612837349024,36,62,103,2648,4820536,0
31.13.90.6,443,10.8.8.178,36920,6,3932160,63224096673,10,60,111,806,5282201,0
10.8.8.130,47774,207.241.237.128,80,6,4325376,14028689418,989,66,295,69624,4613628,0
207.241.227.212,80,10.8.8.130,33782,6,4325376,8668212766,802,66,1374,1093153,89327774,5
10.8.8.246,51456,224.0.0.252,5355,17,4194304,414174301,2,64,64,128,4194304,6
10.8.8.130,49539,213.199.179.155,40021,17,30343168,179248870151,3,463,463,1389,30343168,2
10.8.8.222,52145,224.0.0.252,5355,17,4194304,420065421,2,64,64,128,4194304,6
10.8.8.234,37880,173.194.67.16,465,6,4325376,3062822101,14,66,910,2706,12667172,3
10.8.8.138,56599,208.117.251.116,443,6,4325376,10634419914,7,66,583,1038,9718052,5
10.8.8.134,15685,157.55.235.155,443,17,0,0,1,60,60,60,3932160,-1
10.8.8.138,56618,208.117.251.116,443,6,4325376,59262926403,1149,66,1374,80338,4582272,0
